budget,genres,keywords,original_language,popularity,production_companies,release_date,runtime,title,vote_average,vote_count,castgrade,directorGrade,writerGrade,class
48000000,"['Adventure', 'Action']","['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']",en,80.972475,"['Lucasfilm', 'Paramount Pictures']",24/05/1989,127.0,Indiana Jones and the Last Crusade,7.6,3152,2.0,2.0,1.0,4.0
0,"['Drama', 'Romance']","['based on novel', 'st. petersburg russia', 'high society', 'imperial russia', 'tragic death', '19th century']",en,26.387040000000002,"['Universal Pictures', 'Focus Features', 'Working Title Films']",06/09/2012,130.0,Anna Karenina,6.5,639,2.0,2.0,1.0,0.0
49000000,"['Crime', 'Action', 'Science Fiction']","['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']",en,116.700319,"['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films', 'Simon Kinberg Productions', 'LStar Capital', 'Ollin Studio']",04/03/2015,120.0,Chappie,6.6,3062,2.0,2.0,2.0,3.0
73000000,"['Drama', 'Mystery', 'Thriller', 'Crime']","['paraplegic', 'investigation', 'psychopath']",en,33.884459,"['Universal Pictures', 'Columbia Pictures Corporation']",04/11/1999,118.0,The Bone Collector,6.5,826,2.0,2.0,1.0,3.0
48000000,"['Crime', 'Drama', 'Thriller']","['burglar', 'bunker', 'housebreaking', 'safe', 'money']",en,53.043124,"['Hofflund/Polone', 'Indelible Productions']",29/03/2002,111.0,Panic Room,6.5,1267,2.0,2.0,2.0,4.0
0,['Horror'],"['gore', 'slasher', 'single mother', 'tooth fairy', 'woodchipper']",de,0.7167640000000001,[],08/08/2006,0.0,The Tooth Fairy,4.3,13,0.0,0.0,1.0,0.0
75000000,"['Action', 'Adventure', 'Comedy']","['gold', 'gulf war', 'three kings', 'iraq', 'kuwait', 'rescue', 'interracial relationship', 'treasure map', 'soldier', 'u.s. soldier', 'gold theft', 'persian gulf', 'emergency surgery', 'mine field']",en,34.973086,"['Village Roadshow Pictures', 'Atlas Entertainment', 'Warner Bros.', 'Village-A.M. Partnership', 'Coast Ridge', 'Junger Witt Productions']",27/09/1999,114.0,Three Kings,6.6,692,2.0,2.0,1.0,2.0
50000000,"['Crime', 'Thriller']","['based on novel', 'soviet union', 'russian', 'murder', 'serial killer', 'military', 'child murder', 'stalinism', '1950s']",en,40.371097999999996,"['Summit Entertainment', 'Scott Free Productions', 'Worldview Entertainment']",15/03/2015,137.0,Child 44,6.1,547,2.0,2.0,1.0,0.0
48000000,"['Adventure', 'Comedy']","['casino', 'running', 'preisgeld', 'millionaire', 'road movie']",en,18.60049,"['Paramount Pictures', 'Fireworks Pictures', 'Alphaville Films']",30/07/2001,112.0,Rat Race,6.0,518,0.0,1.0,1.0,2.0
48000000,"['Drama', 'Science Fiction']","['robbery', 'dream', 'hypnosis', 'investigation', 'murder', 'alien', 'hospital', 'planet', 'patient', 'medication', 'psychiatrist', 'science', 'claim', 'doubt', 'mental', 'help']",en,30.920075,"['Intermedia Films', 'Lawrence Gordon Productions', 'Path?® Pictures International', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']",22/10/2001,120.0,K-PAX,7.1,695,2.0,2.0,1.0,1.0
0,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']","['lover (female)', ""love of one's life"", 'time travel', 'kiss', 'past', 'secret love', 'fish out of water']",en,11.940711,"['Miramax Films', 'Konrad Pictures']",25/12/2001,118.0,Kate & Leopold,6.0,418,0.0,2.0,1.0,0.0
48000000,"['Fantasy', 'Comedy', 'Romance']","[""love of one's life"", 'mephisto', 'wish', 'sale of soul', 'pact with the devil', 'teuflisch']",en,19.348007,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'KirchMedia']",19/10/2000,93.0,Bedazzled,5.6,512,1.0,1.0,1.0,2.0
58000000,"['Music', 'Drama', 'Crime', 'Romance']","['jazz', 'jazz musician', 'musical', 'mafia']",en,8.59075,"['Orion Pictures', 'PSO International', 'Totally Independent']",14/12/1984,127.0,The Cotton Club,6.6,68,2.0,2.0,1.0,0.0
55000000,['Western'],"['saloon', 'hero', 'liberation of prisoners', 'transport of prisoners', 'wilderness', 'dying and death', 'race against time', 'railway car', 'stetson', 'rivalry', 'gang', 'gunfight', 'crime', 'family', 'psychological', 'dishonesty', 'heroic mission', 'righting the wronged', 'chases and races', 'parents and children', 'mind and soul']",en,48.80108900000001,"['Tree Line Films', 'Lionsgate', 'Relativity Media', 'Yuma']",06/09/2007,122.0,3:10 to Yuma,6.9,1188,2.0,2.0,1.0,2.0
48000000,"['Thriller', 'Action']","['revenge', 'murder', 'on the run', 'fugitive', 'framed', 'father daughter relationship', 'framed for murder']",en,88.84477700000002,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'Grive Productions', 'EuropaCorp', 'Cin?®+', 'M6', 'TSG Entertainment', 'Taken 3']",16/12/2014,109.0,Taken 3,6.1,2200,2.0,2.0,1.0,4.0
48000000,"['Romance', 'Comedy', 'Crime']","['journalist', 'bedroom', 'purse', 'trunk', 'elmore leonard']",en,16.000178,"['Universal Pictures', 'Jersey Films']",26/06/1998,123.0,Out of Sight,6.5,333,1.0,2.0,1.0,2.0
47000000,"['Comedy', 'Drama', 'Thriller']","['prison', 'prostitute', 'karaoke', 'dark comedy', 'cable guy']",en,19.525659,['Columbia Pictures Corporation'],10/06/1996,96.0,The Cable Guy,5.7,594,1.0,1.0,1.0,3.0
0,['Drama'],"['based on novel', 'war of independence', 'period drama', 'woman director', 'partition', '1940s', 'lahore']",hi,1.246883,['Cracking the Earth Films'],16/09/1998,101.0,Earth,6.6,9,2.0,2.0,1.0,0.0
47000000,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['corruption', 'crime fighter', 'gangster boss', 'investigation', 'based on comic strip', 'policeman']",en,7.859226,['Touchstone Pictures'],15/06/1990,103.0,Dick Tracy,5.9,251,1.0,2.0,1.0,3.0
48000000,"['Drama', 'Crime', 'Romance']","['martinique', 'claude monet', 'famous painting', 'glider', 'insurance agent', 'missing painting', 'stolen painting', 'valuable painting', 'rich people']",en,18.102572,"['Irish Dreamtime', 'Metro-Goldwyn-Mayer (MGM)']",06/08/1999,113.0,The Thomas Crown Affair,6.6,339,2.0,2.0,1.0,3.0
48000000,"['Comedy', 'Drama', 'Romance']","['baby', 'becoming an adult', 'puberty', 'dream', 'drug addiction', 'wife', 'unwillingly pregnant', 'writer', 'youth', 'marriage problems', 'woman director']",en,7.226114999999999,['Columbia Pictures'],19/10/2001,132.0,Riding in Cars with Boys,6.5,103,1.0,2.0,1.0,0.0
15000000,"['Action', 'Adventure', 'Thriller', 'War']","['prison', 'vietnam veteran', 'falsely accused', 'police brutality', 'sheriff', 'guerrilla', 'submachine gun', 'gun', 'destroy', 'self-defense', 'vietnam', 'vietnam war', 'prosecution', 'dying and death', 'village and town', 'police operation', 'attempt to escape', 'matter of life and death', 'survivor', 'tramp', 'national guard', 'weapon', 'firearm', 'police', 'escape']",en,63.071045999999996,['Orion Pictures'],22/10/1982,93.0,First Blood,7.2,1488,2.0,2.0,1.0,4.0
0,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']","['1970s', 'loss of sense of reality', 'extraterrestrial technology', 'subconsciousness', 'russian', 'hallucination', 'space travel', 'astronaut', 'soviet']",ru,24.132271,"['Mosfilm', 'Creative Unit of Writers & Cinema Workers', 'Unit Four']",20/03/1972,167.0,Solaris,7.7,357,2.0,2.0,1.0,0.0
47000000,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['dwarves', 'cinderella', 'wolf', 'bad mother-in-law', 'prince', 'fairy tale', 'little red riding hood', 'step mother', 'wizardry', 'princess', 'sleeping beauty', 'rumpelstilzchen', 'good and bad', 'intern', 'woman director']",en,10.410933,"['Vanguard Films', 'Lionsgate', 'Odyssey', 'Nitrogen Studios Canada']",14/09/2006,75.0,Happily N'Ever After,4.6,104,0.0,0.0,1.0,0.0
47000000,"['Drama', 'Horror', 'Thriller', 'Romance']","['servant', 'monster', 'laboratory', 'jekyll and hyde', 'housemaid', '19th century']",en,6.0672120000000005,"['TriStar Pictures', 'NFH Productions']",23/02/1996,104.0,Mary Reilly,5.7,74,1.0,2.0,1.0,0.0
38000000,"['Comedy', 'Romance']","['karaoke', 'marriage proposal', 'new love', ""love of one's life"", 'kiss', 'man-woman relation', 'secret love', 'wedding']",en,15.401855,['TriStar Pictures'],19/06/1997,105.0,My Best Friend's Wedding,6.3,584,2.0,2.0,1.0,4.0
0,"['Comedy', 'Romance']","['film business', 'film producer', 'wife husband relationship', 'fictitious marriage', 'married couple', 'marriage crisis']",en,10.698929,"['Columbia Pictures', 'Revolution Studios', 'Roth-Arnold Productions']",17/07/2001,102.0,America's Sweethearts,5.5,252,0.0,0.0,1.0,0.0
46000000,"['Crime', 'Mystery', 'Thriller']","['detective', 'confession', 'fbi', 'homicide', 'blackmail', 'suspect', 'love', 'murder', 'los angeles', 'teenager', 'neo-noir']",en,41.322708,"['Section Eight', 'Alcon Entertainment', 'Witt/Thomas Productions']",24/05/2002,118.0,Insomnia,6.8,1148,2.0,2.0,1.0,3.0
46000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['federation', 'starfleet', 'borg', 'enterprise-e', 'cyborg', 'montana', 'resistance', 'inventor', 'repayment', 'obsession', 'business start-up', 'space opera']",en,25.6713,"['Paramount Pictures', 'Digital Image Associates']",21/11/1996,111.0,Star Trek: First Contact,7.0,661,2.0,1.0,1.0,4.0
47000000,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']","['gunslinger', 'usa', 'dc comics', 'hell', 'facial scar', 'death', 'confederate', 'tomahawk']",en,22.581313,['Warner Bros.'],18/06/2010,80.0,Jonah Hex,4.4,420,1.0,0.0,1.0,0.0
46000000,"['Drama', 'Thriller', 'Mystery', 'War']","['gulf war', 'pilot', 'u.s. army', 'praise', 'rescue mission', 'dead soldier', 'tank', 'medal']",en,12.971122,['Fox 2000 Pictures'],04/07/1996,117.0,Courage Under Fire,6.2,232,2.0,2.0,1.0,3.0
45000000,['Comedy'],"['california', 'workaholic', 'birthday', 'lie', 'pregnancy and birth', 'wish', '1990s']",en,26.721386,"['Imagine Entertainment', 'Universal Pictures']",21/03/1997,86.0,Liar Liar,6.4,1424,2.0,2.0,2.0,4.0
25000000,"['Crime', 'Drama', 'Thriller']","['undercover', 'biography', 'drug', 'drug lord']",en,24.672234,['Good Films'],13/07/2016,127.0,The Infiltrator,6.6,573,2.0,2.0,1.0,0.0
46000000,"['Drama', 'History', 'War']",[],en,0.146783,"['Metro-Goldwyn-Mayer (MGM)', 'Unification Church', 'One Way Productions']",04/05/1981,140.0,Inchon,6.5,2,2.0,2.0,1.0,0.0
46000000,"['Fantasy', 'Comedy', 'Family']","['manager', 'jealousy', 'bad mother-in-law', 'adoption', ""family's daily life"", 'stone age', 'plan', 'friendship', 'best friend', 'dinosaur']",en,28.964161999999998,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",26/05/1994,91.0,The Flintstones,5.0,543,0.0,0.0,1.0,4.0
45000000,"['Action', 'Crime', 'Thriller']","['kidnapping', 'turkey', 'police chase', 'bag over head', 'violence', 'fbi agent', 'teenage daughter', 'stealing a car', 'ex-husband ex-wife relationship', 'albanian', 'u.s. embassy', 'killed in an elevator', 'security guard killed']",en,49.353524,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'Grive Productions', 'EuropaCorp', 'Cin?®+']",27/09/2012,91.0,Taken 2,6.1,2757,2.0,2.0,1.0,4.0
48000000,['Comedy'],['horror spoof'],en,36.585509,"['Dimension Films', 'Brad Grey Pictures']",24/10/2003,84.0,Scary Movie 3,5.8,912,0.0,0.0,1.0,4.0
45000000,"['Comedy', 'Crime', 'Action']","['undercover agent', 'beauty contest', 'terrorism']",en,32.624355,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Fortis Films']",14/12/2000,111.0,Miss Congeniality,6.1,961,2.0,0.0,2.0,4.0
45000000,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']","['volcano', 'prehistoric', 'dinosaur', 'prehistoric creature', '3d']",en,53.090422,"['New Line Cinema', 'Walden Media']",10/07/2008,93.0,Journey to the Center of the Earth,5.8,1309,0.0,0.0,1.0,3.0
40000000,"['Comedy', 'Drama', 'Family', 'Romance']","['coronation', 'duty', 'marriage', 'falling in love']",en,30.002907,['Walt Disney Pictures'],06/08/2004,113.0,The Princess Diaries 2: Royal Engagement,6.0,697,1.0,0.0,1.0,3.0
45000000,"['Drama', 'Mystery', 'Thriller', 'Crime']","['judge', 'professor', 'mission of murder', 'supreme court']",en,17.923254,['Warner Bros.'],16/12/1993,141.0,The Pelican Brief,6.3,371,2.0,1.0,1.0,4.0
45000000,"['Drama', 'Thriller', 'Crime', 'Mystery']","['suicide', 'brother brother relationship', 'witness protection', 'principal witness ', 'brother', 'investigation', 'search for witnesses', 'lawyer', 'gangster']",en,17.746719,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",20/07/1994,119.0,The Client,6.4,278,2.0,2.0,1.0,3.0
45000000,"['Drama', 'Comedy']","['africa', 'himalaya', 'brain tumor', 'wife husband relationship', 'sense of life', 'male friendship', 'safari', 'dying and death', 'wish', 'journey round the world', 'terminal illness', 'billionaire', 'father daughter relationship', 'estranged father', 'elderly', 'bucket list', 'taj mahal']",en,31.305335999999997,"['Two Ton Films', 'Zadan / Meron Productions', 'Reiner / Greisman Productions']",25/12/2007,97.0,The Bucket List,7.0,1111,2.0,2.0,1.0,4.0
45000000,"['Drama', 'Action', 'Thriller', 'Crime']","['assassination', 'assassin', 'repayment', 'ira', 'jack ryan']",en,19.637704,"['Paramount Pictures', 'Mace Neufeld Productions']",04/06/1992,117.0,Patriot Games,6.3,433,2.0,2.0,1.0,4.0
43000000,"['Romance', 'Comedy']","['bad mother-in-law', 'surgeon', 'dogsitter', 'falling in love']",en,10.411996,"['New Line Cinema', 'Spring Creek Productions', 'BenderSpink', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG']",13/05/2005,101.0,Monster-in-Law,5.6,406,0.0,1.0,1.0,4.0
46000000,"['Drama', 'Thriller', 'Crime']","['pennsylvania', 'kidnapping', 'maze', 'vigilante', 'rural setting', 'candlelight vigil']",en,88.496873,"['Alcon Entertainment', 'Madhouse Entertainment', '8:38 Productions']",18/09/2013,153.0,Prisoners,7.9,3085,2.0,2.0,2.0,3.0
45000000,"['Action', 'Crime', 'Drama', 'Thriller']","['police brutality', 'war on drugs', 'drug traffic', 'drug dealer', 'los angeles', 'gang member', 'mexican american', 'barrio', 'cholo']",en,52.081131,"['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'Outlaw Productions (I)', 'WV Films II']",05/10/2001,122.0,Training Day,7.3,1634,2.0,2.0,1.0,3.0
45000000,"['Comedy', 'Family', 'Science Fiction']","['space battle', 'spaceship', 'spoof', 'fictional tv show']",en,30.816340999999998,"['DreamWorks SKG', 'Gran Via Productions']",23/12/1999,102.0,Galaxy Quest,6.9,710,1.0,1.0,1.0,3.0
45000000,['Comedy'],"['sex', 'exorcism', 'secret door']",en,35.37697100000001,"['Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films', 'Brad Grey Pictures']",04/07/2001,83.0,Scary Movie 2,5.4,982,0.0,0.0,1.0,4.0
45000000,"['Comedy', 'Family', 'Music']","['musical', 'the muppets', 'robot', 'oil tycoon', 'studio tour', 'duringcreditsstinger']",en,17.047276,['Walt Disney Pictures'],22/11/2011,103.0,The Muppets,6.5,501,2.0,2.0,0.0,4.0
45000000,"['Horror', 'Action']","['suicide', 'hero', 'vampire', 'bite', 'fistfight', 'supernatural', 'vampire hunter', 'superhero', 'rivalry', 'tragic hero', 'good vs evil', 'one man army', 'extreme violence', 'martial arts master', 'scientist', 'violence', 'disarming someone', 'blade', 'machine gun', 'english subtitles in original', 'hypodermic needle', 'microscope', 'secret headquarters', 'bullet dodging', 'bullet time', 'kicked in the groin', 'x rayed skeleton', 'mouth guard', 'escapade', 'imaginary', 'deadly', 'master warrior', 'supernatural ability', 'fang vamp']",en,43.815492,"['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces', 'Marvel Enterprises']",21/08/1998,120.0,Blade,6.5,1905,2.0,1.0,1.0,3.0
30000000,['Drama'],"['black people', 'autoritian education', 'sport', 'high school', 'scholarship', 'basketball', 'violence in schools', 'teacher', 'teachers and students']",en,23.234651,"['Paramount Pictures', 'MTV Films', 'Tollin/Robbins Productions']",14/01/2005,136.0,Coach Carter,7.3,496,2.0,2.0,1.0,3.0
45000000,"['Action', 'Adventure', 'Crime', 'Thriller']","['new york', 'custody battle', 'suspense', 'lawyer']",en,17.270539000000007,['Paramount Pictures'],07/04/2002,89.0,Changing Lanes,5.9,299,1.0,2.0,1.0,3.0
45000000,"['Adventure', 'Horror', 'Thriller']","['amazon', 'jungle', 'anaconda', 'film crew', 'killer snake', 'river boat', 'amazon river', 'animal horror']",en,27.684779,"['Columbia Pictures Corporation', 'Middle Fork Productions', 'Iguana Producciones', 'Skylight Cinema Foto Art', 'St. Tropez Films', 'Cinema Line Film Corporation']",11/04/1997,89.0,Anaconda,4.7,610,1.0,0.0,1.0,4.0
45000000,['Comedy'],"['bar', 'musical', 'beautiful woman']",en,26.79781,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",30/07/2000,100.0,Coyote Ugly,5.8,575,1.0,0.0,0.0,3.0
40000000,"['Comedy', 'Romance', 'Drama']","['london england', 'male nudity', 'female nudity', 'love at first sight', 'usa president', 'marseille', 'office', 'christmas party', 'marriage proposal', 'bars and restaurants', 'press conference', 'language barrier', 'prime minister', 'rock star', 'tv show', 'metal detector', 'war on terror', 'school performance', 'multiple storylines']",en,37.073127,"['Universal Pictures', 'DNA Films', 'StudioCanal', 'Working Title Films']",07/09/2003,135.0,Love Actually,7.0,1869,2.0,2.0,1.0,4.0
120000000,"['Adventure', 'Animation', 'Comedy', 'Family']","['winter', 'fight', 'ant', 'invention', 'collector', 'ant-hill', 'kids and family', 'grass', 'duringcreditsstinger']",en,87.350802,"['Walt Disney Pictures', 'Pixar Animation Studios']",25/11/1998,95.0,A Bug's Life,6.8,2303,2.0,2.0,1.0,4.0
35000000,"['Horror', 'Mystery', 'Thriller']","['loss of family', 'drug addiction', 'jack the ripper']",en,26.134678,"['Twentieth Century Fox Film Corporation', 'Underworld Entertainment']",19/10/2001,122.0,From Hell,6.6,741,2.0,2.0,1.0,3.0
45000000,"['Action', 'Thriller']","['explosive', 'revenge', 'explosives expert']",en,16.582709,"['Jerry Weintraub Productions', 'Warner Bros.', 'Iguana Producciones']",07/10/1994,110.0,The Specialist,5.5,313,0.0,0.0,1.0,4.0
45000000,"['Comedy', 'Drama', 'Romance']","['lover (female)', 'golf', 'man-woman relation', 'sport', 'woman between two men']",en,10.731574,"['Regency Enterprises', 'Warner Bros.']",16/08/1996,135.0,Tin Cup,5.9,150,1.0,0.0,1.0,1.0
0,"['Comedy', 'Drama', 'Family']","['nurse', 'widow', 'children', 'parent', 'sibling']",en,2.0941509999999997,"['Desilu Productions', 'Walden Productions']",24/04/1968,111.0,"Yours, Mine and Ours",6.2,26,2.0,2.0,1.0,0.0
45000000,"['Romance', 'Comedy', 'Family']","['father son relationship', 'generations confilct', 'sport', 'amateur soccer', 'soccer coach']",en,8.99269,['Universal Pictures'],13/05/2005,95.0,Kicking & Screaming,5.6,176,0.0,0.0,1.0,1.0
50000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['bureaucracy', 'england', 'dolphin', 'android', 'based on novel', 'chase', 'space travel', 'galaxy', 'spaceship', 'alien', 'stop motion', 'survival', 'hitchhiker', 'robot', 'alien invasion', 'everyman', 'hyperspace', 'meaning of life', 'based on radio show', 'alien attack', 'bathrobe', 'destruction of earth', 'intergalactic travel', 'islington england', 'talking robot']",en,51.742065000000004,"['Spyglass Entertainment', 'Everyman Pictures', 'Hammer & Tongs', 'Touchstone Pictures']",15/01/2005,109.0,The Hitchhiker's Guide to the Galaxy,6.6,1315,2.0,2.0,1.0,3.0
